ID,Education,Experience,Position,Employment Status,Base Salary,Salary + Equity + Bonus,Currency Code,Base in USD,TTP in USD,Hourly Wage,What is your current hourly rate? ,What is the currency of your compensation? (Please use 3 letter format) ,Int't - COLI,US - COLI,Merged COLI,"Adjusted
Base USD",Adjusted TTP USD,Equity,Equity Value,USD salary - current,USD salart - last year,"What is your current annual salary in CAD before taxes? (Not including bonuses, stock options, or other benefits)","What was your annual salary in CAD before taxes this time last year? (Not including bonuses, stock options, or other benefits)","What is your current annual salary in EUR before taxes? (Not including bonuses, stock options, or other benefits)","What was your annual salary in EUR before taxes this time last year? (Not including bonuses, stock options, or other benefits)",What is your local currency?,"What is your current annual salary in {{field:7d458495-8fa9-484b-b039-e029a209442d}} before taxes? (Not including bonuses, stock options, or other benefits)","What was your annual salary in {{field:7d458495-8fa9-484b-b039-e029a209442d}} before taxes this time last year? (Not including bonuses, stock options, or other benefits)",Will you be receiving a bonus this year?,"If all things went well and you were to receive your full bonus for this year, approximately what would the value be in {{field:7d458495-8fa9-484b-b039-e029a209442d}}? (If you aren't sure feel free to skip)",Company Type,Company Type,Industry,Industry,Team Size,Residence - Country,City of Residence,State of Residence,Residence - Undefined,Residence - Lat,Residence - Long,latlng,Residence - Undef.,Residence - Metro,Residence - Country,Office - Same City,Office - Country,Office - Undefined,Office - Lat,Office - Long,Office - LatLng,Office - Metro,Office - Country Clean,Gender,Under-represented
230,"Doctorate (e.g., PhD, EdD)",Between 1 and 3 years,UX Research Manager,Employed - Full time,87000,87000,EUR,"$107,010","$107,010",FALSE,,EUR,81.73,,81.73,"$130,931","$130,931",FALSE,,,,,,87000,73000,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,5 to 9,Netherlands,,,,52.160314,4.488583,"52.160314,4.488583",,Leiden,Netherlands,FALSE,Netherlands,,51.912065,4.505016,"51.912065,4.505016",Kop van Zuid,Netherlands,Woman,FALSE
233,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,36000,36000,EUR,"$44,280","$44,280",FALSE,,EUR,60.21,,60.207875,"$73,545","$73,545",FALSE,,,,,,36000,45600,,,,FALSE,,Early Stage Startup (<50 people),Small Business (<50),Digital Health,Healthcare & Wellness,1,Estonia,,,,59.430995,24.667295,"59.430995,24.667295",,Rocca-al-Mare,Estonia,FALSE,Russia,,59.931599,30.248206,"59.931599,30.248206",Vasyl'evsky Ostrov,Russia,Woman,FALSE
240,Postgraduate,Between 6 and 10 years,Senior UX Researcher,Employed - Full time,144000,174000,BRL,"$27,360","$33,060",TRUE,184,BRL,35.25,,35.251125,"$77,615","$93,784",,,,,,,,,,144000,120000,TRUE,30000,Large Enterprise (201+),Large Enterprise (201+),Software,Software,15+,Brasil,,,,-23.531708,-46.619635,"-23.531708,-46.619635",,São Paulo,Brazil,FALSE,Argentina,,-23.5505,-46.6333,"-23.5505,-46.6333",São Paulo,Brazil,Woman,TRUE
243,Master's Degree,Between 6 and 10 years,UX Research Lead,Employed - Full time,121400,121400,EUR,"$149,322","$149,322",FALSE,,EUR,84.89,,84.891625,"$175,897","$175,897",TRUE,6000,,,,,121400,88600,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Software,Software,2 to 4,Netherlands,,,,52.362348,4.878173,"52.362348,4.878173",,Tenzing Domain,Netherlands,FALSE,USA,,40.750422,-73.996328,"40.750422,-73.996328","New York-Newark-Jersey City, NY-NJ-PA",United States,Woman,TRUE
244,Bachelor's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,48000,48000,EUR,"$59,040","$59,040",FALSE,,EUR,84.89,,84.891625,"$69,547","$69,547",FALSE,,,,,,48000,48000,,,,FALSE,,Early Stage Startup (<50 people),Small Business (<50),Software,Software,1,The Netherlands,,,,52.2411,4.4462,"52.2411,4.4462",,Noordwijk-Binnen,Netherlands,FALSE,Czech Republic,,50.068573,14.492911,"50.068573,14.492911",Hlavní město Praha,Czech Republic,Prefer not to answer,TRUE
248,Bachelor's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,130000,130000,CAD,"$101,400","$101,400",FALSE,,CAD,75.28,,75.27975,"$134,698","$134,698",TRUE,80000,,,130000,108000,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,5 to 9,Canada,,,,49.25559,-123.099057,"49.25559,-123.099057",,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,Canada,FALSE,USA,,37.776646,-122.417481,"37.776646,-122.417481","San Francisco-Oakland-Berkeley, CA",United States,Man,FALSE
249,Bachelor's Degree,Between 3 and 6 years,Director of UX Research,Employed - Full time,140000,140000,CAD,"$109,200","$109,200",FALSE,,CAD,75.28,,75.27975,"$145,059","$145,059",FALSE,,,,140000,125000,,,,,,FALSE,,Agency,Agency,Consulting,Professional & Business Services,5 to 9,Canada,,,,49.25559,-123.099057,"49.25559,-123.099057",,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,Canada,FALSE,Canada,,48.4284,-123.3656,"48.4284,-123.3656",Vancouver Island and Coast / Île de Vancouver et la côte,Canada,Woman,TRUE
260,Postgraduate,More than 10 years,Director of UX Research,Employed - Contractor,132000,132000,GBP,"$179,520","$179,520",TRUE,75,GBP,74.70,,74.699625,"$240,322","$240,322",FALSE,,,,,,,,,132000,250000,FALSE,,Agency,Agency,Finance,Finance & Insurance,2 to 4,United Kingdom,,,,51.518155,-0.133016,"51.518155,-0.133016",,Russell Square,United Kingdom,FALSE,United Kingdom,,53.489191,-2.282556,"53.489191,-2.282556",Salford,United Kingdom,Man,TRUE
261,Bachelor's Degree,Between 3 and 6 years,UX Engineer,Employed - Full time,50000,50000,GBP,"$68,000","$68,000",FALSE,,GBP,69.63,,69.63,"$97,659","$97,659",FALSE,,,,,,,,,50000,36000,FALSE,,Agency,Agency,Software,Software,1,Wales,,,,51.4816,-3.1791,"51.4816,-3.1791",,Cardiff,United Kingdom,FALSE,England,,51.518155,-0.133016,"51.518155,-0.133016",Russell Square,United Kingdom,Woman,FALSE
262,Master's Degree,Between 3 and 6 years,Design Researcher,Employed - Full time,42000,42000,USD,"$42,000","$42,000",FALSE,,USD,38.72,,38.72,"$108,471","$108,471",FALSE,,42000,36000,,,,,,,,FALSE,,Non-profit organization,Non-Profit,Digital Health,Healthcare & Wellness,2 to 4,Kenya,,,,-1.2921,36.8219,"-1.2921,36.8219",,Nairobi,Kenya,FALSE,USA,,37.776646,-122.417481,"37.776646,-122.417481","San Francisco-Oakland-Berkeley, CA",United States,Woman,FALSE
266,Bachelor's Degree,More than 10 years,Principal Researcher,Employed - Full time,115000,115000,CAD,"$89,700","$89,700",FALSE,,CAD,75.28,,75.27975,"$119,156","$119,156",FALSE,,,,115000,101000,,,,,,FALSE,,Agency,Agency,Consulting,Professional & Business Services,5 to 9,Canada,,,,49.25559,-123.099057,"49.25559,-123.099057",,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,Canada,FALSE,Canada,,48.4284,-123.3656,"48.4284,-123.3656",Vancouver Island and Coast / Île de Vancouver et la côte,Canada,Man,FALSE
268,College Diploma / Certificate,Between 3 and 6 years,UX Researcher and Designer,Employed - Full time,50000,50000,EUR,"$61,500","$61,500",FALSE,,EUR,47.50,,47.502,"$129,468","$129,468",FALSE,,,,,,50000,50000,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Online Gambling,Gambing,2 to 4,Spain,,,,36.504917,-4.901251,"36.504917,-4.901251",,Marbella,Dominican Republic,FALSE,Spain,,36.504917,-4.901251,"36.504917,-4.901251",Marbella,Dominican Republic,Man,FALSE
269,Bachelor's Degree,Between 3 and 6 years,Senior Design Researcher,Employed - Full time,83000,89000,CAD,"$64,740","$69,420",FALSE,,CAD,76.08,,76.08,"$85,095","$91,246",FALSE,,,,83000,80000,,,,,,TRUE,6000,Large Enterprise (201+),Large Enterprise (201+),Insurance,Finance & Insurance,5 to 9,Canada,,,,43.4675,-79.6877,"43.4675,-79.6877",,Toronto,Canada,FALSE,Canada,,43.714717,-79.384813,"43.714717,-79.384813",Toronto,Canada,Woman,FALSE
281,Bachelor's Degree,Between 1 and 3 years,Audience Insights,Employed - Full time,91000,91000,CAD,"$70,980","$70,980",FALSE,,CAD,76.08,,76.08,"$93,297","$93,297",,,,,91000,91000,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Media,Media,10 to 14,canada,,,,43.581042,-79.668576,"43.581042,-79.668576",,Toronto,Canada,FALSE,canada,,43.714717,-79.384813,"43.714717,-79.384813",Toronto,Canada,Woman,TRUE
282,Master's Degree,Between 1 and 3 years,Designer,Employed - Contractor,90000,90000,CAD,"$70,200","$70,200",TRUE,52,CAD,76.08,,76.08,"$92,271","$92,271",TRUE,0,,,90000,63000,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,2 to 4,Canada,,,,43.4675,-79.6877,"43.4675,-79.6877",,Toronto,Canada,FALSE,Canada,,43.714717,-79.384813,"43.714717,-79.384813",Toronto,Canada,Woman,TRUE
284,Bachelor's Degree,Between 3 and 6 years,UX Research Manager,Employed - Full time,135000,135000,CAD,"$105,300","$105,300",FALSE,,CAD,75.28,,75.27975,"$139,878","$139,878",TRUE,,,,135000,110000,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,15+,Canada,,,,56.1304,-106.3468,"56.1304,-106.3468",TRUE,Northern / Nord,Canada,FALSE,Canada,TRUE,56.1304,-106.3468,"56.1304,-106.3468",Northern / Nord,Canada,Woman,FALSE
287,Master's Degree,Less than 1 year,Junior/Associate UX Researcher,Employed - Contractor,71000,71000,CAD,"$55,380","$55,380",TRUE,37,CAD,75.28,,75.27975,"$73,566","$73,566",FALSE,,,,71000,40000,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Education,Education,5 to 9,Canada,,,,49.25559,-123.099057,"49.25559,-123.099057",,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,Canada,FALSE,Canada,,43.4516,-80.4925,"43.4516,-80.4925",Kitchener--Waterloo--Barrie,Canada,Woman,TRUE
289,Master's Degree,Between 3 and 6 years,Senior Content Strategist,Self-Employed / Freelancer,50000,50000,EUR,"$61,500","$61,500",FALSE,,EUR,83.71,,83.708625,"$73,469","$73,469",FALSE,,,,,,50000,50000,,,,FALSE,,Independent Consultant/Freelancer,Independent / Freelancer,Public Services,Utilities & Public Services,2 to 4,Belgium,,,,50.874163,4.368534,"50.874163,4.368534",,Schaerbeek,Belgium,FALSE,France,,48.860061,2.347948,"48.860061,2.347948",Paris 04 Hôtel-de-Ville,France,Woman,FALSE
301,Bachelor's Degree,Between 3 and 6 years,Design Researcher,Employed - Full time,80000,80000,USD,"$80,000","$80,000",FALSE,,USD,74.70,,74.699625,"$107,096","$107,096",TRUE,47500,80000,42000,,,,,,,,FALSE,,"Scale up unicorn, pre-IPO",Small Business (<50),,Unknown,10 to 14,United Kingdom,,,,51.190964,0.338436,"51.190964,0.338436",,Tudeley Hale,United Kingdom,FALSE,United Kingdom,,51.518155,-0.133016,"51.518155,-0.133016",Russell Square,United Kingdom,Man,TRUE
303,Master's Degree,Between 1 and 3 years,UX Lead,Employed - Full time,600000,600000,ZAR,"$40,800","$40,800",FALSE,,Rands,42.68,,42.679,"$95,597","$95,597",FALSE,,,,,,,,,600000,480000,FALSE,,Agency,Agency,Finance,Finance & Insurance,5 to 9,South Africa,,,,-33.964205,18.588976,"-33.964205,18.588976",,Elsiesrivier,South Africa,FALSE,South africa,,-26.239101,27.974592,"-26.239101,27.974592",Baragwanath,South Africa,Prefer not to answer,FALSE
320,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Part time,59000,59000,EUR,"$72,570","$72,570",FALSE,,EUR,75.46,,75.46175,"$96,168","$96,168",FALSE,,,,,,59000,58000,,,,TRUE,,Large Enterprise (201+),Large Enterprise (201+),Automotive,Transit,2 to 4,Germany,,,,52.503612,13.406819,"52.503612,13.406819",,Kreuzberg,Germany,FALSE,USA,TRUE,37.0902,-95.7129,"37.0902,-95.7129","Coffeyville, KS",United States,Prefer not to answer,TRUE
321,Bachelor's Degree,Between 1 and 3 years,Designer,Employed - Full time,63000,63000,EUR,"$77,490","$77,490",FALSE,,EUR,75.46,,75.46175,"$102,688","$102,688",FALSE,,,,,,63000,60000,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,5 to 9,Germany,,,,50.944068,6.957089,"50.944068,6.957089",,Kreisfreie Stadt Köln,Germany,FALSE,Germany,,52.503612,13.406819,"52.503612,13.406819",Kreuzberg,Germany,Woman,TRUE
322,Master's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,26194,26194,GBP,"$35,624","$35,624",FALSE,,GBP,67.5,,67.5,"$52,776","$52,776",FALSE,,,,,,,,,26194,24480,TRUE,,Agency,Agency,Consulting,Professional & Business Services,1,England,,,,53.390887,-1.454616,"53.390887,-1.454616",,Sheffield,United Kingdom,FALSE,England,,51.518155,-0.133016,"51.518155,-0.133016",Russell Square,United Kingdom,Woman,TRUE
328,Master's Degree,Between 6 and 10 years,UX Engineer,Employed - Full time,4700,4700,USD,"$4,700","$4,700",FALSE,,USD,34.18,,34.181875,"$13,750","$13,750",FALSE,,4700,56000,,,,,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Software,Software,2 to 4,Ukraine,,,,50.440918,30.528143,"50.440918,30.528143",,Podil’s’kyy Rayon,Ukraine,FALSE,UK,,51.518155,-0.133016,"51.518155,-0.133016",Russell Square,United Kingdom,Man,FALSE
331,Bachelor's Degree,More than 10 years,UX Research Manager,Employed - Full time,108000,108000,CAD,"$84,240","$84,240",FALSE,,CAD,75.28,,75.27975,"$111,903","$111,903",,,,,108000,108000,,,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Social Media,"Arts, Entertainment, and Recreation",2 to 4,Canada,,,,49.25559,-123.099057,"49.25559,-123.099057",,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,Canada,FALSE,Canada,,49.25559,-123.099057,"49.25559,-123.099057",Lower Mainland--Southwest / Lower Mainland--Sud-ouest,Canada,Woman,TRUE
332,Bachelor's Degree,Less than 1 year,Academic Researcher,Student - currently enrolled,12000,12000,CAD,"$9,360","$9,360",FALSE,,CAD,76.08,,76.08,"$12,303","$12,303",,,,,12000,,,,,,,FALSE,,University,Education,Academia,Education,5 to 9,Canada,,,,43.581042,-79.668576,"43.581042,-79.668576",,Toronto,Canada,FALSE,Canada,,43.4643,-80.5204,"43.4643,-80.5204",Kitchener--Waterloo--Barrie,Canada,Woman,TRUE
337,Bachelor's Degree,More than 10 years,Senior UX Researcher,Employed - Full time,60000,69000,GBP,"$81,600","$93,840",FALSE,,GBP,74.70,,74.699625,"$109,237","$125,623",FALSE,,,,,,,,,60000,50000,TRUE,9000,Large Enterprise (201+),Large Enterprise (201+),Retail,Retail,1,UK,,,,53.489191,-2.282556,"53.489191,-2.282556",,Salford,United Kingdom,FALSE,UK,,51.518155,-0.133016,"51.518155,-0.133016",Russell Square,United Kingdom,Woman,FALSE
338,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,36000,37300,EUR,"$44,280","$45,879",FALSE,,EUR,83.71,,83.708625,"$52,898","$54,808",FALSE,,,,,,36000,32400,,,,TRUE,1300,Agency,Agency,Consulting,Professional & Business Services,2 to 4,Belgium,,,,51.230831,4.406606,"51.230831,4.406606",,Antwerpen,Belgium,FALSE,Belgium,,50.874163,4.368534,"50.874163,4.368534",Schaerbeek,Belgium,Man,FALSE
340,Bachelor's Degree,Between 1 and 3 years,UX Researcher,Employed - Part time,31200,31200,CAD,"$24,336","$24,336",TRUE,30,CAD,75.28,,75.27975,"$32,327","$32,327",FALSE,,,,31200,31200,,,,,,TRUE,,Agency,Agency,Software,Software,2 to 4,Canada,,,,49.1913,-122.849,"49.1913,-122.849",,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,Canada,FALSE,Canada,,49.25559,-123.099057,"49.25559,-123.099057",Lower Mainland--Southwest / Lower Mainland--Sud-ouest,Canada,Woman,TRUE
343,Bachelor's Degree,Between 6 and 10 years,Senior UX Researcher,Employed - Full time,90000,106000,GBP,"$122,400","$144,160",FALSE,,gbp,74.70,,74.699625,"$163,856","$192,986",TRUE,64000,,,,,,,,90000,77000,TRUE,16000,Large Enterprise (201+),Large Enterprise (201+),Social Media,"Arts, Entertainment, and Recreation",15+,United Kingdom,,,,51.518155,-0.133016,"51.518155,-0.133016",,Russell Square,United Kingdom,FALSE,USA,TRUE,37.0902,-95.7129,"37.0902,-95.7129","Coffeyville, KS",United States,Woman,FALSE
346,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,47000,47000,GBP,"$63,920","$63,920",FALSE,,GBP,75.32,,75.32,"$84,865","$84,865",FALSE,,,,,,,,,47000,40000,FALSE,,Government,Government,Public Services,Utilities & Public Services,5 to 9,UK,,,,51.470587,-2.597863,"51.470587,-2.597863",,Bristol,United Kingdom,FALSE,UK,,51.518155,-0.133016,"51.518155,-0.133016",Russell Square,United Kingdom,Woman,TRUE
348,Bachelor's Degree,Less than 1 year,UX designer ,Employed - Full time,54000,54000,CAD,"$42,120","$42,120",FALSE,,CAD,75.28,,75.27975,"$55,951","$55,951",FALSE,,,,54000,0,,,,,,FALSE,,Government,Government,Public Services,Utilities & Public Services,2 to 4,Canada,,,,43.2557,-79.8711,"43.2557,-79.8711",,Hamilton--Niagara Peninsula,Canada,FALSE,Canada,,43.581042,-79.668576,"43.581042,-79.668576",Toronto,Canada,Nonbinary,TRUE
351,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,112000,112000,CHF,"$126,560","$126,560",FALSE,,CHF,136.91,,136.91,"$92,440","$92,440",FALSE,,,,,,,,,112000,94000,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,2 to 4,Switzerland,,,,47.558552,7.580846,"47.558552,7.580846",,Basel,Switzerland,FALSE,Switzerland,,47.386652,8.520485,"47.386652,8.520485",Zürich (Kreis 5),Switzerland,Woman,FALSE
354,Master's Degree,More than 10 years,Senior UX Researcher,Employed - Full time,75000,75000,CAD,"$58,500","$58,500",FALSE,,CAD,75.28,,75.27975,"$77,710","$77,710",,,,,75000,75000,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,5 to 9,Canada,,,,44.2312,-76.486,"44.2312,-76.486",,Kingston--Pembroke,Canada,FALSE,Canada,,43.4643,-80.5204,"43.4643,-80.5204",Kitchener--Waterloo--Barrie,Canada,Woman,FALSE
356,Master's Degree,Between 3 and 6 years,UX Research Lead,Employed - Full time,80000,80000,CAD,"$62,400","$62,400",FALSE,,CAD,76.08,,76.08,"$82,019","$82,019",FALSE,,,,80000,72000,,,,,,FALSE,,Government,Government,Public Services,Utilities & Public Services,2 to 4,Canada,,,,43.581042,-79.668576,"43.581042,-79.668576",,Toronto,Canada,FALSE,Canada,,43.581042,-79.668576,"43.581042,-79.668576",Toronto,Canada,Woman,FALSE
357,Master's Degree,Between 3 and 6 years,UX Researcher,Employed - Contractor,20000,20000,USD,"$20,000","$20,000",TRUE,8,USD,76.08,,76.08,"$26,288","$26,288",FALSE,,20000,20000,,,,,,,,FALSE,,Early Stage Startup (<50 people),Small Business (<50),Software,Software,1,Canada,,,,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,FALSE,USA,,32.724103,-117.170912,"32.724103,-117.170912","San Diego-Chula Vista-Carlsbad, CA",United States,Man,TRUE
358,Master's Degree,Between 6 and 10 years,Director of UX Research,Employed - Contractor,40000000,40000000,CLP,"$56,000","$56,000",FALSE,,CLP,51.97,,51.97,"$107,754","$107,754",TRUE,10,,,,,,,,40000000,36000000,TRUE,,Agency,Agency,Consulting,Professional & Business Services,5 to 9,Chile,,,,-33.453463,-70.654147,"-33.453463,-70.654147",,Santiago,Chile,FALSE,Chile,,-33.453463,-70.654147,"-33.453463,-70.654147",Santiago,Chile,Man,FALSE
361,Bachelor's Degree,More than 10 years,UX Research Lead,Employed - Full time,57000,63000,EUR,"$70,110","$77,490",FALSE,,EUR,62.87,,62.869625,"$111,516","$123,255",FALSE,,,,,,57000,57000,,,,TRUE,6000,Large Enterprise (201+),Large Enterprise (201+),Software,Software,2 to 4,Spain,,,,40.590234,-4.088761,"40.590234,-4.088761",,"Escorial, El",Spain,FALSE,SPAIN,,45.703006,-97.785936,"45.703006,-97.785936",Spain,United States,Woman,TRUE
362,Postgraduate,Between 3 and 6 years,Content designer/UX writer,Employed - Full time,97500,110000,CAD,"$76,050","$85,800",FALSE,,CAD,76.08,,76.08,"$99,961","$112,776",TRUE,85000,,,97500,91000,,,,,,TRUE,12500,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,2 to 4,Canada,,,,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,FALSE,Canada,,43.4516,-80.4925,"43.4516,-80.4925",Kitchener--Waterloo--Barrie,Canada,Man,FALSE
364,Master's Degree,Between 1 and 3 years,UX/UI Design Lead,Employed - Full time,40000,40000,EUR,"$49,200","$49,200",FALSE,,EUR,62.87,,62.869625,"$78,257","$78,257",,,,,,,40000,53300,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Software,Software,1,Spain,,,,36.7212,-4.4217,"36.7212,-4.4217",,Málaga,Spain,FALSE,Spain,TRUE,40.4637,-3.7492,"40.4637,-3.7492",Tetuán de las Victorias,Spain,Man,FALSE
365,College Diploma / Certificate,More than 10 years,UX Engineer,Employed - Full time,80000,82000,EUR,"$98,400","$100,860",FALSE,,EUR,75.46,,75.46175,"$130,397","$133,657",TRUE,5000,,,,,80000,70000,,,,TRUE,2000,Large Enterprise (201+),Large Enterprise (201+),Software,Software,1,Germany,,,,50.131212,8.653158,"50.131212,8.653158",,Frankfurt am Main,Germany,FALSE,Germany,,50.131212,8.653158,"50.131212,8.653158",Frankfurt am Main,Germany,Woman,TRUE
367,Bachelor's Degree,Between 6 and 10 years,Senior UX Researcher,Self-Employed / Freelancer,100000,100000,GBP,"$136,000","$136,000",FALSE,,GBP,75.32,,75.32,"$180,563","$180,563",,,,,,,,,,100000,100000,FALSE,,Independent Consultant/Freelancer,Independent / Freelancer,Finance,Finance & Insurance,5 to 9,Uk,,,,51.470587,-2.597863,"51.470587,-2.597863",,Bristol,United Kingdom,FALSE,UK,TRUE,55.3781,-3.436,"55.3781,-3.436",Moffat,United Kingdom,Man,FALSE
370,Postgraduate,Less than 1 year,Designer,Employed - Contractor,50000,50000,CAD,"$39,000","$39,000",FALSE,,CAD,76.08,,76.08,"$51,262","$51,262",,,,,50000,40000,,,,,,FALSE,,Early Stage Startup (<50 people),Small Business (<50),Wine,Liquor,1,Canada,,,,43.581042,-79.668576,"43.581042,-79.668576",,Toronto,Canada,FALSE,Canada,,43.714717,-79.384813,"43.714717,-79.384813",Toronto,Canada,Woman,TRUE
373,"Doctorate (e.g., PhD, EdD)",Between 1 and 3 years,Quantitative Researcher,Employed - Full time,97000,97000,CAD,"$75,660","$75,660",FALSE,,CAD,76.08,,76.08,"$99,448","$99,448",TRUE,75000,,,97000,93000,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,15+,Canada,,,,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,FALSE,Canada,,43.581042,-79.668576,"43.581042,-79.668576",Toronto,Canada,Man,FALSE
379,Bachelor's Degree,Between 1 and 3 years,UX Researcher,Employed - Contractor,43000,43000,CAD,"$33,540","$33,540",TRUE,35,CAD,75.28,,75.27975,"$44,554","$44,554",,,,,43000,30000,,,,,,FALSE,,Agency,Agency,Public Services,Utilities & Public Services,5 to 9,Canada,,,,56.1304,-106.3468,"56.1304,-106.3468",TRUE,Northern / Nord,Canada,FALSE,Canada,,43.581042,-79.668576,"43.581042,-79.668576",Toronto,Canada,Man,TRUE
381,Master's Degree,Between 3 and 6 years,UX Engineer,Employed - Full time,57000,57000,EUR,"$70,110","$70,110",FALSE,,EUR,75.46,,75.46175,"$92,908","$92,908",FALSE,,,,,,57000,54000,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Media,Media,2 to 4,Germany,,,,52.503612,13.406819,"52.503612,13.406819",,Kreuzberg,Germany,FALSE,Germany,,49.399777,8.680927,"49.399777,8.680927",Bergheim,Germany,Woman,TRUE
382,Bachelor's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,58000,60300,CAD,"$45,240","$47,034",FALSE,,CAD,76.08,,76.08,"$59,464","$61,822",FALSE,,,,58000,54000,,,,,,TRUE,2300,Large Enterprise (201+),Large Enterprise (201+),Retail,Retail,2 to 4,Canada,,,,43.8563,-79.5085,"43.8563,-79.5085",,Toronto,Canada,FALSE,Canada,,43.694169,-79.429023,"43.694169,-79.429023",Toronto,Canada,Man,TRUE
388,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,110000,110000,CAD,"$85,800","$85,800",FALSE,,CAD,76.08,,76.08,"$112,776","$112,776",FALSE,,,,110000,90000,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,1,Canada,,,,43.581042,-79.668576,"43.581042,-79.668576",,Toronto,Canada,FALSE,Canada,,43.4675,-79.6877,"43.4675,-79.6877",Toronto,Canada,Woman,TRUE
389,"Doctorate (e.g., PhD, EdD)",More than 10 years,Quantitative Researcher,Employed - Contractor,3600,3600,EUR,"$4,428","$4,428",FALSE,,EUR,85.4,,85.4,"$5,185","$5,185",TRUE,,,,,,3600,46000,,,,FALSE,,Agency,Agency,Consulting,Professional & Business Services,15+,Netherlands,,,,52.095568,5.097055,"52.095568,5.097055",,Utrecht,Netherlands,FALSE,Netherlands,,51.912065,4.505016,"51.912065,4.505016",Kop van Zuid,Netherlands,Woman,TRUE
390,Master's Degree,Less than 1 year,Designer,Unemployed,30000,30000,USD,"$30,000","$30,000",TRUE,20,USD,44.65,,44.646875,"$67,194","$67,194",FALSE,,30000,30000,,,,,,,,FALSE,,Agency,Agency,Consulting,Professional & Business Services,1,Philippines,,,,10.336136,123.892571,"10.336136,123.892571",,Lahug,Philippines,FALSE,New Zealand,,-39.93333,175.05,"-39.93333,175.05",Wanganui,New Zealand,Woman,FALSE
391,Bachelor's Degree,Between 1 and 3 years,UX designer ,Employed - Full time,50000,50000,GBP,"$68,000","$68,000",FALSE,,GBP,81.08,,81.08,"$83,868","$83,868",FALSE,,,,,,,,,50000,40000,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Media,Media,5 to 9,United Kingdom,,,,50.8225,-0.1372,"50.8225,-0.1372",,Brighton,United Kingdom,FALSE,United Kingdom,,51.518155,-0.133016,"51.518155,-0.133016",Russell Square,United Kingdom,Man,FALSE
394,Bachelor's Degree,Between 6 and 10 years,Designer,Employed - Full time,90000,90000,EUR,"$110,700","$110,700",TRUE,45,EUR,89.81,,89.81,"$123,260","$123,260",FALSE,,,,,,90000,92000,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Finance,Finance & Insurance,5 to 9,Australia,,,,-33.869426,151.205833,"-33.869426,151.205833",,Sydney,Australia,FALSE,Netherlands,,52.362348,4.878173,"52.362348,4.878173",Tenzing Domain,Netherlands,Woman,TRUE
